1987/12/28,824.4,824.4,824.4,824.4,0.0
1987/12/29,810.9,810.9,810.9,810.9,0.0
1987/12/30,823.2,823.2,823.2,823.2,0.0
1988/01/04,833.6,833.6,833.6,833.6,0.0
1988/01/05,879.3,879.3,879.3,879.3,0.0
1988/01/06,906.0,906.0,906.0,906.0,0.0
1988/01/07,911.5,911.5,911.5,911.5,0.0
1988/01/08,895.3,895.3,895.3,895.3,0.0
1988/01/11,849.1,849.1,849.1,849.1,0.0
1988/01/12,870.5,870.5,870.5,870.5,0.0
1988/01/13,853.9,853.9,853.9,853.9,0.0
1988/01/14,861.6,861.6,861.6,861.6,0.0
1988/01/15,869.8,869.8,869.8,869.8,0.0
1988/01/18,917.6,917.6,917.6,917.6,0.0
1988/01/19,912.2,912.2,912.2,912.2,0.0
1988/01/20,924.1,924.1,924.1,924.1,0.0
1988/01/21,909.6,909.6,909.6,909.6,0.0
1988/01/22,904.2,904.2,904.2,904.2,0.0
1988/01/25,908.9,908.9,908.9,908.9,0.0
1988/01/26,907.4,907.4,907.4,907.4,0.0
1988/01/27,897.4,897.4,897.4,897.4,0.0
1988/01/28,903.7,903.7,903.7,903.7,0.0
1988/01/29,908.9,908.9,908.9,908.9,0.0
1988/02/01,892.0,892.0,892.0,892.0,0.0
1988/02/02,888.2,888.2,888.2,888.2,0.0
1988/02/03,895.5,895.5,895.5,895.5,0.0
1988/02/04,882.1,882.1,882.1,882.1,0.0
1988/02/05,869.9,869.9,869.9,869.9,0.0
1988/02/08,859.2,859.2,859.2,859.2,0.0
1988/02/09,851.8,851.8,851.8,851.8,0.0
1988/02/10,857.7,857.7,857.7,857.7,0.0
1988/02/11,866.7,866.7,866.7,866.7,0.0
1988/02/12,873.2,873.2,873.2,873.2,0.0
1988/02/15,882.1,882.1,882.1,882.1,0.0
1988/02/16,886.6,886.6,886.6,886.6,0.0
1988/02/19,890.0,890.0,890.0,890.0,0.0
1988/02/22,901.7,901.7,901.7,901.7,0.0
1988/02/23,894.2,894.2,894.2,894.2,0.0
1988/02/24,892.4,892.4,892.4,892.4,0.0
1988/02/25,889.2,889.2,889.2,889.2,0.0
1988/02/26,888.2,888.2,888.2,888.2,0.0
1988/02/29,888.8,888.8,888.8,888.8,0.0
1988/03/01,890.3,890.3,890.3,890.3,0.0
1988/03/02,892.3,892.3,892.3,892.3,0.0
1988/03/03,912.4,912.4,912.4,912.4,0.0
1988/03/04,920.6,920.6,920.6,920.6,0.0
1988/03/07,915.7,915.7,915.7,915.7,0.0
1988/03/08,917.6,917.6,917.6,917.6,0.0
1988/03/09,932.3,932.3,932.3,932.3,0.0
1988/03/10,938.4,938.4,938.4,938.4,0.0
1988/03/11,940.6,940.6,940.6,940.6,0.0
1988/03/14,948.0,948.0,948.0,948.0,0.0
1988/03/15,944.1,944.1,944.1,944.1,0.0
1988/03/16,946.5,946.5,946.5,946.5,0.0
1988/03/17,958.7,958.7,958.7,958.7,0.0
1988/03/18,959.8,959.8,959.8,959.8,0.0
1988/03/21,969.5,969.5,969.5,969.5,0.0
1988/03/22,957.9,957.9,957.9,957.9,0.0
1988/03/23,961.5,961.5,961.5,961.5,0.0
1988/03/24,958.5,958.5,958.5,958.5,0.0
1988/03/25,945.6,945.6,945.6,945.6,0.0
1988/03/28,925.2,925.2,925.2,925.2,0.0
1988/03/29,919.4,919.4,919.4,919.4,0.0
1988/03/30,930.1,930.1,930.1,930.1,0.0
1988/03/31,925.8,925.8,925.8,925.8,0.0
1988/04/05,926.8,926.8,926.8,926.8,0.0
1988/04/06,935.0,935.0,935.0,935.0,0.0
1988/04/07,946.0,946.0,946.0,946.0,0.0
1988/04/08,943.0,943.0,943.0,943.0,0.0
1988/04/11,946.5,946.5,946.5,946.5,0.0
1988/04/12,946.1,946.1,946.1,946.1,0.0
1988/04/13,955.4,955.4,955.4,955.4,0.0
1988/04/14,957.1,957.1,957.1,957.1,0.0
1988/04/15,933.4,933.4,933.4,933.4,0.0
1988/04/18,930.7,930.7,930.7,930.7,0.0
1988/04/19,930.9,930.9,930.9,930.9,0.0
1988/04/20,938.5,938.5,938.5,938.5,0.0
1988/04/21,944.5,944.5,944.5,944.5,0.0
1988/04/22,955.8,955.8,955.8,955.8,0.0
1988/04/25,959.6,959.6,959.6,959.6,0.0
1988/04/26,956.4,956.4,956.4,956.4,0.0
1988/04/27,957.0,957.0,957.0,957.0,0.0
1988/04/28,961.5,961.5,961.5,961.5,0.0
1988/04/29,965.4,965.4,965.4,965.4,0.0
1988/05/03,968.9,968.9,968.9,968.9,0.0
1988/05/04,972.7,972.7,972.7,972.7,0.0
1988/05/05,975.8,975.8,975.8,975.8,0.0
1988/05/06,976.1,976.1,976.1,976.1,0.0
1988/05/09,971.9,971.9,971.9,971.9,0.0
1988/05/10,966.8,966.8,966.8,966.8,0.0
1988/05/11,966.3,966.3,966.3,966.3,0.0
1988/05/12,964.5,964.5,964.5,964.5,0.0
1988/05/13,970.2,970.2,970.2,970.2,0.0
1988/05/16,970.7,970.7,970.7,970.7,0.0
1988/05/18,975.0,975.0,975.0,975.0,0.0
1988/05/19,964.3,964.3,964.3,964.3,0.0
1988/05/20,965.3,965.3,965.3,965.3,0.0
1988/05/23,956.0,956.0,956.0,956.0,0.0
1988/05/24,957.0,957.0,957.0,957.0,0.0
1988/05/25,969.4,969.4,969.4,969.4,0.0
1988/05/26,977.1,977.1,977.1,977.1,0.0
1988/05/27,983.4,983.4,983.4,983.4,0.0
1988/05/31,999.3,999.3,999.3,999.3,0.0
1988/06/01,1006.4,1006.4,1006.4,1006.4,0.0
1988/06/02,1020.9,1020.9,1020.9,1020.9,0.0
1988/06/03,1023.9,1023.9,1023.9,1023.9,0.0
1988/06/06,1035.1,1035.1,1035.1,1035.1,0.0
1988/06/07,1031.2,1031.2,1031.2,1031.2,0.0
1988/06/08,1040.5,1040.5,1040.5,1040.5,0.0
1988/06/09,1042.6,1042.6,1042.6,1042.6,0.0
1988/06/10,1046.4,1046.4,1046.4,1046.4,0.0
1988/06/15,1066.5,1066.5,1066.5,1066.5,0.0
1988/06/16,1069.4,1069.4,1069.4,1069.4,0.0
1988/06/20,1072.3,1072.3,1072.3,1072.3,0.0
1988/06/21,1058.1,1058.1,1058.1,1058.1,0.0
1988/06/22,1072.0,1072.0,1072.0,1072.0,0.0
1988/06/23,1083.4,1083.4,1083.4,1083.4,0.0
1988/06/24,1082.7,1082.7,1082.7,1082.7,0.0
1988/06/27,1078.0,1078.0,1078.0,1078.0,0.0
1988/06/28,1079.6,1079.6,1079.6,1079.6,0.0
1988/06/29,1085.4,1085.4,1085.4,1085.4,0.0
1988/06/30,1093.2,1093.2,1093.2,1093.2,0.0
1988/07/01,1105.4,1105.4,1105.4,1105.4,0.0
1988/07/04,1094.5,1094.5,1094.5,1094.5,0.0
1988/07/05,1095.7,1095.7,1095.7,1095.7,0.0
1988/07/06,1091.9,1091.9,1091.9,1091.9,0.0
1988/07/07,1079.4,1079.4,1079.4,1079.4,0.0
